-10.405	-1.1071	34.28
-9.5623	-1.25	33.017
-2.3048	1.1053	25.81
-7.6626	1.288	31.087
-10.12	1.4422	24.812
11.491	-1.227	25.047
11.337	-5.1421	24.126
5.5944	-2.2126	16.361
8.5457	-3.9479	17.713
-13.748	-1.4129	30.579
4.1942	-0.60105	13.412
-2.207	0.28075	25.926
8.6911	-4.2657	18.015
9.7933	-1.1724	24.632
10.562	-2.4619	24.507
11.341	-1.939	24.795
-14.243	-2.8766	34.921
-9.3488	0.072267	18.658
-7.5315	0.92831	25.881
-15.399	-0.21074	24.372
5.747	-1.0348	24.619
-14.68	-4.1371	36.618
-14.414	0.58534	35.706
-14.774	-0.34761	24.46
9.1516	-1.1479	24.843
-14.424	0.060671	24.443
-14.126	-0.10603	34.4
6.8529	-1.0994	24.532
8.9006	-1.4518	24.722
-14.511	0.50493	37.097
-15.08	-1.6821	24.08
-14.707	-4.5417	37.868
-13.574	1.4137	27.627
-14.441	-1.8952	35.649
3.1175	0.13272	8.0959
-14.213	0.60731	34.149
-12.626	-2.5634	35.291
-11.086	1.3949	25.204
-14.199	-1.0102	34.229
-2.0061	1.1916	26.129
6.9066	-1.7442	24.481
10.907	-1.7467	24.517
-14.838	-2.1456	39.331
-14.351	0.86013	23.98
-14.749	0.042656	39.096
-6.9436	-4.7317	35.352
-14.148	-0.48326	24.437
1.4801	-3.3917	16.675
3.7444	0.5733	7.5226
2.2018	1.3608	11.403
10.351	-2.3333	22.909
-14.63	-0.65499	24.503
2.427	-2.5193	15.065
2.0437	-2.7638	15.496
-14.886	-3.7827	37.654
-15.342	-0.51737	24.443
-14.46	-2.2657	36.835
-14.142	-2.9584	33.641
-0.073564	-3.8988	24.116
-9.3804	-1.3055	17.973
3.082	-1.1485	15.514
-6.0985	-5.9661	31.954
-13.789	1.5938	28.799
0.16646	-4.7168	24.892
-7.4643	1.5413	25.898
-7.596	-3.1494	14.4
6.8777	-1.0561	23.565
-10.677	-3.0301	17.396
-8.6422	0.62176	25.132
4.9292	-2.61	14.299
-6.4729	-5.103	35.199
6.9469	-1.4118	24.624
2.7822	-1.7213	16.025
-13.502	-0.091432	29.664
-14.917	-1.6621	39.542
1.9429	-3.0457	15.727
1.919	1.5495	13.961
-7.5777	-2.8441	12.375
-8.6989	0.58881	26.816
1.1677	-4.4691	24.116
-6.7593	-4.5529	19.115
1.6267	1.5531	17.503
0.90437	-3.4484	24.251
-5.8651	-5.4575	32.635
-14.188	-1.8062	33.975
1.9021	1.5111	16.512
1.2835	1.467	26.507
2.2624	1.6243	7.6423
2.875	-1.9244	16.045
-10.13	-6.6066	29.458
-6.6997	-3.2688	20.219
1.9824	1.6209	12.978
-7.228	-6.7751	29.658
2.1958	-2.7351	23.627
2.9182	0.87341	25.333
-5.705	-5.1503	33.29
2.8836	-1.0651	25.339
-7.0557	-4.52	33.77
6.8266	-2.0573	24.56
-15.284	0.093284	24.084
-8.8499	-3.529	30.123
1.9608	-2.9055	25.718
-6.9699	1.5135	31.277
-7.2533	-6.7337	31.186
-6.5034	-6.0404	30.319
-8.0231	-3.3857	29.248
0.41753	-4.5574	38.445
-7.5047	-3.6108	30.106
-1.446	1.4877	18.833
-8.5084	-7.0424	31.017
3.2849	-0.60485	15.976
-6.6997	-4.0638	18.581
2.6273	0.62377	7.5003
6.6759	-1.7297	24.762
-10.049	-3.6636	28.872
-6.4652	-6.4245	29.947
-14.199	-1.5914	32.486
1.5305	1.628	11.728
-9.6454	1.2017	24.835
-9.5142	-0.86305	18.132
-8.9232	-6.8072	29.264
-8.1122	-3.1509	14.499
-7.7632	0.55649	25.344
-1.1303	1.5966	14.207
-6.4952	-4.673	30.479
-8.8002	-4.9197	28.471
-6.9423	-5.4671	32.157
-7.6944	-3.9138	29.548
-7.4045	-3.6178	15.646
-7.6316	-3.1115	16.665
-8.772	-5.283	28.508
-1.2152	1.5523	15.545
-14.13	0.17579	33.392
-5.1549	1.6922	11.609
-8.5799	-5.6967	28.795
-6.8444	-4.0937	30.907
-5.9601	-6.3112	31.459
-6.6326	-3.4423	19.605
-8.7778	-1.7796	17.715
1.1267	-3.4232	38.926
-1.6984	1.5965	13.536
-7.9981	-3.5463	14.225
2.5126	0.69215	7.5634
4.2996	-0.022452	13.276
-7.3072	-3.4991	15.043
2.8035	0.13129	24.94
-9.8233	-3.5669	29.4
-7.5263	1.6341	17.33
-6.8138	-3.0402	18.332
-0.69582	1.6236	9.0627
-9.0077	-4.3286	28.754
-6.8713	-4.47	18.767
3.0887	0.28654	16.112
-2.0546	1.6084	14.313
-7.7827	-3.0369	29.416
-7.1108	-4.7019	30.392
-6.8732	-5.5765	30.092
-5.5696	1.384	11.734
-0.11477	1.502	25.84
-9.2151	-3.5848	29.547
-7.6765	-3.1174	17.343
3.8067	1.2472	4.9592
2.149	1.4504	13.942
2.427	-2.4808	16.035
-6.6137	-3.7537	17.727
-8.0756	-3.8196	29.144
-5.4593	1.6903	10.404
1.9924	-3.1992	25.212
-7.2752	-5.0337	29.852
-0.80938	1.6569	8.0594
-7.5721	-3.2812	30.547
-5.7875	1.5884	19.423
-9.6831	0.32475	18.26
-9.7386	-6.5504	29.391
-15.401	-1.4068	24.537
3.3808	0.44649	16.223
-6.7432	-5.025	34.332
-7.3542	-6.3117	30.005
-7.2673	-4.2437	31.061
-8.5584	-3.5601	15.035
2.7413	-0.73797	25.005
0.48254	1.5982	12.94
-8.0647	-4.3813	29.104
-9.3292	-5.9551	28.883
0.016456	1.5857	14.655
-6.8429	-6.0891	30.142
-7.0455	-2.9063	18.955
-7.7745	-3.5617	29.697
2.554	0.7834	7.5304
2.6349	0.71691	7.4924
-7.4975	-4.452	30.417
0.69141	1.6387	9.5937
-0.15231	1.6106	10.742
-6.8258	1.6396	17.388
-1.8889	1.6248	12.322
-9.7193	-0.10749	18.329
-7.8522	-5.4395	28.918
-6.5015	-3.6436	18.68
-14.854	-1.4616	24.312
-13.697	-0.047687	28.198
-16.342	-0.3156	24.618
-7.3891	-5.7678	29.154
3.2367	-1.4719	15.742
-8.4581	-6.778	31.801
2.5693	-1.8906	15.948
2.828	-1.5334	16.159
-9.2231	-3.9407	29.442
-14.179	0.6001	24.256
2.2603	1.644	7.2599
1.8509	1.6669	13.199
-7.9594	-3.3312	16.721
-1.1228	1.578	38.085
-9.0413	-3.1311	29.925
-6.3828	-6.2959	31.601
-8.1236	-5.9112	29.465
2.3294	1.4613	13.861
2.214	-1.964	16.966
-8.2362	-4.0832	28.438
0.17584	1.6329	7.9968
-6.3449	-6.8045	29.969
-14.479	-0.99484	24.478
0.62902	1.5778	14.216
-7.3118	-5.3432	29.497
-1.7242	1.5665	25.718
-8.0953	-4.5635	30.597
1.9955	1.35	24.392
-7.6479	-3.3643	17.498
3.1087	0.53267	16.1
-0.64736	1.6218	7.9969
-0.27683	-4.9693	38.322
-9.6878	1.1636	18.269
0.82018	1.6292	9.696
0.64815	1.6249	12.324
0.063196	1.6065	11.932
-14.772	-1.5293	37.629
2.6504	0.8131	7.419
0.083223	1.6112	8.7885
2.7793	-1.3293	16.137
-14.352	-0.5362	34.367
-14.773	-3.0398	38.872
2.544	1.1303	15.393
4.8092	-1.8015	15.946
-0.49296	1.6064	7.509
-6.6954	-5.7904	31.013
-13.411	1.7645	21.95
-6.288	1.4233	19.384
2.4721	1.5759	7.3189
-10.836	-3.3191	17.777
-9.603	-0.36192	18.301
-9.868	-2.1662	18.274
3.7629	1.3159	5.2038
-7.8573	-3.5433	16.41
-5.4314	1.6009	12.271
0.47718	1.6363	11.908
-7.1732	-5.8488	29.773
0.94582	1.6119	9.212
-6.9992	-5.1359	30.458
0.45322	1.5371	17.323
2.6915	1.3417	24.244
-3.9305	1.5684	29.071
1.7128	1.3338	24.721
-7.7163	-4.6337	28.418
3.1439	-1.4237	25.448
2.6743	1.5838	7.1252
1.282	-2.935	40.406
-7.6532	-2.1579	11.223
-8.8798	-6.7395	31.415
-4.229	1.5559	20.795
3.0424	-1.7557	16.345
-7.1404	-3.6601	30.518
2.1259	1.5529	12.863
